Date,EUR,CHF,CNY,GBP,JPY,G-coin
05/11/2000,0.87,1.75,8.28,0.69,107.06,1.173566136
06/11/2000,0.86,1.77,8.28,0.7,107.42,1.173599801
07/11/2000,0.86,1.77,8.28,0.7,106.99,1.173633466
08/11/2000,0.86,1.78,8.28,0.7,107.29,1.17366713
09/11/2000,0.87,1.76,8.28,0.7,107.4,1.173700795
10/11/2000,0.86,1.77,8.28,0.7,107.96,1.17373446
11/11/2000,0.86,1.77,8.28,0.7,107.96,1.173768125
12/11/2000,0.86,1.77,8.28,0.7,107.96,1.173801789
13/11/2000,0.86,1.77,8.28,0.7,107.62,1.173835454
14/11/2000,0.86,1.77,8.28,0.7,108.18,1.173869119
15/11/2000,0.86,1.78,8.28,0.7,108.88,1.173902783
16/11/2000,0.85,1.79,8.28,0.7,109.03,1.173936448
17/11/2000,0.85,1.8,8.28,0.7,108.85,1.173970113
18/11/2000,0.85,1.8,8.28,0.7,108.85,1.174003777
19/11/2000,0.85,1.8,8.28,0.7,108.85,1.174037442
20/11/2000,0.85,1.79,8.28,0.7,109.86,1.174071107
21/11/2000,0.84,1.8,8.28,0.71,110.2,1.174104772
22/11/2000,0.84,1.8,8.28,0.71,110.26,1.174138436
23/11/2000,0.84,1.81,8.28,0.71,110.34,1.174172101
24/11/2000,0.84,1.81,8.28,0.71,111.34,1.174205766
25/11/2000,0.84,1.81,8.28,0.71,111.34,1.17423943
26/11/2000,0.84,1.81,8.28,0.71,111.34,1.174273095
27/11/2000,0.85,1.78,8.28,0.71,110.69,1.17430676
28/11/2000,0.86,1.76,8.28,0.71,110.13,1.174340425
29/11/2000,0.86,1.76,8.28,0.7,111.26,1.174374089
30/11/2000,0.87,1.73,8.28,0.7,110.39,1.174407754
01/12/2000,0.88,1.72,8.28,0.69,111.3,1.174441419
02/12/2000,0.88,1.72,8.28,0.69,111.3,1.174475083
03/12/2000,0.88,1.72,8.28,0.69,111.3,1.174508748
04/12/2000,0.89,1.7,8.28,0.69,110.96,1.174554032
05/12/2000,0.88,1.72,8.28,0.7,111.14,1.174599316
06/12/2000,0.89,1.7,8.28,0.69,110.34,1.1746446
07/12/2000,0.89,1.7,8.28,0.69,110.54,1.174689884
08/12/2000,0.89,1.71,8.28,0.69,111.01,1.174735168
09/12/2000,0.89,1.71,8.28,0.69,111.01,1.174780452
10/12/2000,0.89,1.71,8.28,0.69,111.01,1.174825736
11/12/2000,0.88,1.71,8.28,0.69,110.84,1.17487102
12/12/2000,0.88,1.71,8.28,0.69,111.46,1.174916304
13/12/2000,0.88,1.72,8.28,0.69,112.36,1.174961588
14/12/2000,0.89,1.69,8.28,0.68,112.16,1.175006872
15/12/2000,0.9,1.68,8.28,0.68,112.59,1.175052156
16/12/2000,0.9,1.68,8.28,0.68,112.59,1.175097441
17/12/2000,0.9,1.68,8.28,0.68,112.59,1.175142725
18/12/2000,0.89,1.68,8.28,0.68,112.15,1.175188009
19/12/2000,0.89,1.68,8.28,0.68,112.4,1.175233293
20/12/2000,0.91,1.67,8.28,0.68,112.78,1.175278577
21/12/2000,0.92,1.66,8.28,0.68,112.31,1.175323861
22/12/2000,0.92,1.64,8.28,0.68,112.91,1.175369145
23/12/2000,0.92,1.64,8.28,0.68,112.91,1.175414429
24/12/2000,0.92,1.64,8.28,0.68,112.91,1.175459713
25/12/2000,0.93,1.64,8.28,0.68,112.75,1.175504997
26/12/2000,0.93,1.63,8.28,0.67,113.63,1.175550281
27/12/2000,0.93,1.64,8.28,0.67,114.28,1.175595565
28/12/2000,0.93,1.63,8.28,0.67,114.51,1.175640849
29/12/2000,0.94,1.61,8.28,0.67,114.32,1.175686133
30/12/2000,0.94,1.61,8.28,0.67,114.32,1.175731417
31/12/2000,0.94,1.61,8.28,0.67,114.32,1.175776701
01/01/2001,0.94,1.61,8.28,0.67,114.32,1.175821985
02/01/2001,0.95,1.6,8.28,0.67,114.5,1.175867269
03/01/2001,0.93,1.63,8.28,0.67,113.65,1.175912553
04/01/2001,0.95,1.61,8.28,0.67,115.73,1.175957837
05/01/2001,0.96,1.6,8.28,0.67,116.59,1.176003121
06/01/2001,0.96,1.6,8.28,0.67,116.59,1.176048405
07/01/2001,0.96,1.6,8.28,0.67,116.59,1.176093689
08/01/2001,0.95,1.61,8.28,0.67,116.03,1.176138973
09/01/2001,0.95,1.61,8.28,0.67,116.83,1.176184258
10/01/2001,0.94,1.63,8.28,0.67,116.49,1.176229542
11/01/2001,0.95,1.61,8.28,0.67,117.74,1.176274826
12/01/2001,0.95,1.62,8.28,0.68,118.47,1.17632011
13/01/2001,0.95,1.62,8.28,0.68,118.47,1.176365394
14/01/2001,0.95,1.62,8.28,0.68,118.47,1.176410678
15/01/2001,0.94,1.64,8.28,0.68,118.94,1.176455962
16/01/2001,0.94,1.64,8.28,0.68,117.7,1.176501246
17/01/2001,0.94,1.64,8.28,0.68,118.92,1.17654653
18/01/2001,0.94,1.62,8.28,0.68,117.96,1.176591814
19/01/2001,0.93,1.64,8.28,0.68,117.15,1.176637098
20/01/2001,0.93,1.64,8.28,0.68,117.15,1.176682382
21/01/2001,0.93,1.64,8.28,0.68,117.15,1.176727666
22/01/2001,0.94,1.63,8.28,0.68,116.34,1.17677295
23/01/2001,0.94,1.63,8.28,0.68,117.01,1.176818234
24/01/2001,0.92,1.66,8.28,0.69,117.82,1.176863518
25/01/2001,0.92,1.65,8.28,0.69,116.81,1.176908802
26/01/2001,0.92,1.65,8.28,0.68,117.32,1.176954086
27/01/2001,0.92,1.65,8.28,0.68,117.32,1.17699937
28/01/2001,0.92,1.65,8.28,0.68,117.32,1.177044654
29/01/2001,0.92,1.66,8.28,0.69,116.77,1.177089938
30/01/2001,0.93,1.65,8.28,0.68,115.9,1.177135222
31/01/2001,0.94,1.64,8.28,0.68,116.38,1.177180506
01/02/2001,0.94,1.63,8.28,0.68,115.62,1.17722579
02/02/2001,0.94,1.65,8.28,0.68,115.65,1.177271074
03/02/2001,0.94,1.65,8.28,0.68,115.65,1.177316359
04/02/2001,0.94,1.65,8.28,0.68,115.65,1.177361643
05/02/2001,0.94,1.64,8.28,0.68,114.82,1.177406927
06/02/2001,0.93,1.66,8.28,0.69,114.76,1.177452211
07/02/2001,0.93,1.65,8.28,0.69,116.35,1.177497495
08/02/2001,0.92,1.67,8.28,0.69,116.65,1.177542779
09/02/2001,0.92,1.66,8.28,0.69,117.57,1.177588063
10/02/2001,0.92,1.66,8.28,0.69,117.57,1.177633347
11/02/2001,0.92,1.66,8.28,0.69,117.57,1.177678631
12/02/2001,0.93,1.65,8.28,0.69,117.49,1.177723915
13/02/2001,0.92,1.67,8.28,0.69,116.69,1.177769199
14/02/2001,0.92,1.67,8.28,0.69,116.48,1.177814483
15/02/2001,0.9,1.69,8.28,0.69,115.44,1.177859767
16/02/2001,0.91,1.68,8.28,0.69,115.74,1.177905051
17/02/2001,0.91,1.68,8.28,0.69,115.74,1.177950335
18/02/2001,0.91,1.68,8.28,0.69,115.74,1.177995619
19/02/2001,0.92,1.67,8.28,0.69,116.04,1.178040903
20/02/2001,0.91,1.68,8.28,0.69,115.69,1.178086187
21/02/2001,0.91,1.69,8.28,0.69,116.55,1.178131471
22/02/2001,0.91,1.69,8.28,0.69,117.11,1.178176755
23/02/2001,0.92,1.67,8.28,0.69,115.84,1.178222039
24/02/2001,0.92,1.67,8.28,0.69,115.84,1.178267323
25/02/2001,0.92,1.67,8.28,0.69,115.84,1.178312607
26/02/2001,0.91,1.69,8.28,0.69,116.5,1.178357891
27/02/2001,0.92,1.68,8.28,0.69,116.16,1.178403175
28/02/2001,0.92,1.67,8.28,0.69,117.35,1.17844846
01/03/2001,0.93,1.65,8.28,0.69,117.45,1.178493744
02/03/2001,0.93,1.65,8.28,0.68,119.09,1.178539028
03/03/2001,0.93,1.65,8.28,0.68,119.09,1.178584312
04/03/2001,0.93,1.65,8.28,0.68,119.09,1.178629596
05/03/2001,0.93,1.65,8.28,0.68,119.13,1.17867488
06/03/2001,0.93,1.65,8.28,0.68,118.9,1.178720164
07/03/2001,0.93,1.66,8.28,0.68,120.04,1.178757012
08/03/2001,0.93,1.65,8.28,0.68,119.74,1.178793861
09/03/2001,0.93,1.65,8.28,0.68,119.54,1.178830709
10/03/2001,0.93,1.65,8.28,0.68,119.54,1.178867558
11/03/2001,0.93,1.65,8.28,0.68,119.54,1.178904406
12/03/2001,0.93,1.66,8.28,0.68,120.38,1.178941254
13/03/2001,0.91,1.68,8.28,0.69,119.74,1.178978103
14/03/2001,0.91,1.69,8.28,0.69,121.13,1.179014951
15/03/2001,0.9,1.71,8.28,0.7,122.39,1.1790518
16/03/2001,0.9,1.71,8.28,0.7,122.97,1.179088648
17/03/2001,0.9,1.71,8.28,0.7,122.97,1.179125497
18/03/2001,0.9,1.71,8.28,0.7,122.97,1.179162345
19/03/2001,0.9,1.71,8.28,0.7,123,1.179199193
20/03/2001,0.91,1.69,8.28,0.7,122.28,1.179236042
21/03/2001,0.9,1.71,8.28,0.7,123.37,1.17927289
22/03/2001,0.89,1.72,8.28,0.7,123.53,1.179309739
23/03/2001,0.89,1.72,8.28,0.7,122.68,1.179346587
24/03/2001,0.89,1.72,8.28,0.7,122.68,1.179383436
25/03/2001,0.89,1.72,8.28,0.7,122.68,1.179420284
26/03/2001,0.9,1.71,8.28,0.7,122.69,1.179457132
27/03/2001,0.89,1.72,8.28,0.7,122.18,1.179493981
28/03/2001,0.89,1.73,8.28,0.7,122.28,1.179530829
29/03/2001,0.88,1.73,8.28,0.7,123.7,1.179567678
30/03/2001,0.88,1.74,8.28,0.71,126.25,1.179604526
31/03/2001,0.88,1.74,8.28,0.71,126.25,1.179641375
01/04/2001,0.88,1.74,8.28,0.71,126.25,1.179678223
02/04/2001,0.88,1.74,8.28,0.7,126.79,1.179715072
03/04/2001,0.9,1.7,8.28,0.7,125.56,1.17975192
04/04/2001,0.9,1.7,8.28,0.7,125.26,1.179788768
05/04/2001,0.9,1.7,8.28,0.7,124.03,1.179825617
06/04/2001,0.9,1.69,8.28,0.69,123.78,1.179862465
07/04/2001,0.9,1.69,8.28,0.69,123.78,1.179899314
08/04/2001,0.9,1.69,8.28,0.69,123.78,1.179936162
09/04/2001,0.9,1.7,8.28,0.69,125.13,1.179973011
10/04/2001,0.89,1.72,8.28,0.7,124.38,1.180009859
11/04/2001,0.89,1.71,8.28,0.7,124.81,1.180046707
12/04/2001,0.89,1.71,8.28,0.69,123.61,1.180083556
13/04/2001,0.89,1.71,8.28,0.69,124.22,1.180120404
14/04/2001,0.89,1.71,8.28,0.69,124.22,1.180157253
15/04/2001,0.89,1.71,8.28,0.69,124.22,1.180194101
16/04/2001,0.89,1.71,8.28,0.7,124.38,1.18023095
17/04/2001,0.88,1.73,8.28,0.7,123.3,1.180267798
18/04/2001,0.88,1.73,8.28,0.7,122.1,1.180304646
19/04/2001,0.9,1.7,8.28,0.69,120.95,1.180341495
20/04/2001,0.9,1.7,8.28,0.69,122.55,1.180378343
21/04/2001,0.9,1.7,8.28,0.69,122.55,1.180415192
22/04/2001,0.9,1.7,8.28,0.69,122.55,1.18045204
23/04/2001,0.9,1.7,8.28,0.7,121.19,1.180488889
24/04/2001,0.89,1.71,8.28,0.7,122.29,1.180525737
25/04/2001,0.9,1.71,8.28,0.69,122.17,1.180562586
26/04/2001,0.9,1.7,8.28,0.69,123.27,1.180599434
27/04/2001,0.89,1.73,8.28,0.69,124.02,1.180636282
28/04/2001,0.89,1.73,8.28,0.69,124.02,1.180673131
29/04/2001,0.89,1.73,8.28,0.69,124.02,1.180709979
30/04/2001,0.89,1.73,8.28,0.7,123.54,1.180746828
01/05/2001,0.89,1.73,8.28,0.7,122.03,1.180783676
02/05/2001,0.89,1.73,8.28,0.7,121.31,1.180820525
03/05/2001,0.89,1.73,8.28,0.7,121.39,1.180857373
04/05/2001,0.89,1.73,8.28,0.69,121.36,1.180894221
05/05/2001,0.89,1.73,8.28,0.69,121.36,1.18093107
06/05/2001,0.89,1.73,8.28,0.69,121.36,1.180967918
07/05/2001,0.89,1.73,8.28,0.7,121.15,1.181004767
08/05/2001,0.89,1.74,8.28,0.7,121.23,1.181041615
09/05/2001,0.89,1.74,8.28,0.7,122.19,1.181078464
10/05/2001,0.88,1.74,8.28,0.7,122.67,1.181115312
11/05/2001,0.88,1.75,8.28,0.7,122.52,1.18115216
12/05/2001,0.88,1.75,8.28,0.7,122.52,1.181189009
13/05/2001,0.88,1.75,8.28,0.7,122.52,1.181225857
14/05/2001,0.87,1.75,8.28,0.7,123.32,1.181262706
15/05/2001,0.88,1.74,8.28,0.7,123.38,1.181299554
16/05/2001,0.88,1.73,8.28,0.7,123.55,1.181336403
17/05/2001,0.88,1.74,8.28,0.7,122.52,1.181373251
18/05/2001,0.88,1.74,8.28,0.69,123.52,1.1814101
19/05/2001,0.88,1.74,8.28,0.69,123.52,1.181446948
20/05/2001,0.88,1.74,8.28,0.69,123.52,1.181483796
21/05/2001,0.88,1.75,8.28,0.69,122.64,1.181520645
22/05/2001,0.87,1.77,8.28,0.7,122.88,1.181557493
23/05/2001,0.86,1.78,8.28,0.7,120.18,1.181594342
24/05/2001,0.86,1.78,8.28,0.71,119.94,1.18163119
25/05/2001,0.86,1.77,8.28,0.7,120.65,1.181668039
26/05/2001,0.86,1.77,8.28,0.7,120.65,1.181704887
27/05/2001,0.86,1.77,8.28,0.7,120.65,1.181741735
28/05/2001,0.86,1.78,8.28,0.7,121.09,1.181778584
29/05/2001,0.86,1.78,8.28,0.7,120.19,1.181815432
30/05/2001,0.86,1.78,8.28,0.7,120.33,1.181852281
31/05/2001,0.85,1.8,8.28,0.71,119.2,1.181889129
01/06/2001,0.85,1.8,8.28,0.7,119.29,1.181925978
02/06/2001,0.85,1.8,8.28,0.7,119.29,1.181962826
03/06/2001,0.85,1.8,8.28,0.7,119.29,1.181999674
04/06/2001,0.85,1.79,8.28,0.71,119.29,1.182036523
05/06/2001,0.85,1.78,8.28,0.71,120.25,1.182073371
06/06/2001,0.85,1.79,8.28,0.72,120.19,1.18211022
07/06/2001,0.85,1.79,8.28,0.72,120.18,1.182147068
08/06/2001,0.85,1.79,8.28,0.73,120.97,1.181906619
09/06/2001,0.85,1.79,8.28,0.73,120.97,1.18166617
10/06/2001,0.85,1.79,8.28,0.73,120.97,1.181425721
11/06/2001,0.84,1.8,8.28,0.73,121.91,1.181185272
12/06/2001,0.85,1.79,8.28,0.73,121.65,1.180944823
13/06/2001,0.85,1.79,8.28,0.72,122.1,1.180704374
14/06/2001,0.86,1.77,8.28,0.71,121.32,1.180463925
15/06/2001,0.86,1.78,8.28,0.71,122.92,1.180223476
16/06/2001,0.86,1.78,8.28,0.71,122.92,1.179983027
17/06/2001,0.86,1.78,8.28,0.71,122.92,1.179742578
18/06/2001,0.86,1.78,8.28,0.71,123.28,1.179502129
19/06/2001,0.85,1.79,8.28,0.71,122.81,1.17926168
20/06/2001,0.85,1.78,8.28,0.72,123.79,1.17902123
21/06/2001,0.85,1.78,8.28,0.71,124.63,1.178780781
22/06/2001,0.86,1.77,8.28,0.71,124.47,1.178540332
23/06/2001,0.86,1.77,8.28,0.71,124.47,1.178299883
24/06/2001,0.86,1.77,8.28,0.71,124.47,1.178059434
25/06/2001,0.86,1.77,8.28,0.71,123.85,1.177818985
26/06/2001,0.86,1.76,8.28,0.71,123.81,1.177578536
27/06/2001,0.86,1.77,8.28,0.71,124.36,1.177338087
28/06/2001,0.84,1.8,8.28,0.71,124.68,1.177097638
29/06/2001,0.85,1.79,8.28,0.71,124.72,1.176857189
30/06/2001,0.85,1.79,8.28,0.71,124.72,1.17661674
01/07/2001,0.85,1.79,8.28,0.71,124.72,1.176376291
02/07/2001,0.85,1.8,8.28,0.71,124.12,1.176135842
03/07/2001,0.85,1.8,8.28,0.71,124.41,1.175895393
04/07/2001,0.85,1.8,8.28,0.71,124.51,1.175654944
05/07/2001,0.84,1.82,8.28,0.71,125.71,1.175414495
06/07/2001,0.85,1.79,8.28,0.71,125.88,1.175174045
07/07/2001,0.85,1.79,8.28,0.71,125.88,1.174933596
08/07/2001,0.85,1.79,8.28,0.71,125.88,1.174693147
09/07/2001,0.85,1.79,8.28,0.71,125.28,1.174452698
10/07/2001,0.85,1.78,8.28,0.71,125.32,1.174212249
11/07/2001,0.86,1.77,8.28,0.71,124.36,1.1739718
12/07/2001,0.85,1.77,8.28,0.71,123.79,1.173731351
13/07/2001,0.85,1.77,8.28,0.71,124.96,1.173490902
14/07/2001,0.85,1.77,8.28,0.71,124.96,1.173250453
15/07/2001,0.85,1.77,8.28,0.71,124.96,1.173010004
16/07/2001,0.85,1.77,8.28,0.71,125.51,1.172769555
17/07/2001,0.86,1.75,8.28,0.71,124.87,1.172529106
18/07/2001,0.87,1.72,8.28,0.7,123.96,1.172288657
19/07/2001,0.87,1.73,8.28,0.7,123.31,1.172048208
20/07/2001,0.87,1.73,8.28,0.7,122.98,1.171807759
21/07/2001,0.87,1.73,8.28,0.7,122.98,1.17156731
22/07/2001,0.87,1.73,8.28,0.7,122.98,1.171326861
23/07/2001,0.87,1.73,8.28,0.7,124.45,1.171086411
24/07/2001,0.87,1.72,8.28,0.7,124.05,1.170845962
25/07/2001,0.88,1.71,8.28,0.7,123.59,1.170605513
26/07/2001,0.88,1.72,8.28,0.7,123.73,1.170365064
27/07/2001,0.88,1.72,8.28,0.7,123.51,1.170124615
28/07/2001,0.88,1.72,8.28,0.7,123.51,1.169884166
29/07/2001,0.88,1.72,8.28,0.7,123.51,1.169643717
30/07/2001,0.87,1.73,8.28,0.7,125.16,1.169403268
31/07/2001,0.88,1.73,8.28,0.7,125.06,1.169162819
01/08/2001,0.88,1.71,8.28,0.7,124.63,1.16892237
02/08/2001,0.88,1.71,8.28,0.7,123.69,1.168681921
03/08/2001,0.88,1.71,8.28,0.7,123.68,1.168441472
04/08/2001,0.88,1.71,8.28,0.7,123.68,1.168201023
05/08/2001,0.88,1.71,8.28,0.7,123.68,1.167960574
06/08/2001,0.88,1.71,8.28,0.71,123.9,1.167720125
07/08/2001,0.88,1.72,8.28,0.71,123.63,1.167479676
08/08/2001,0.88,1.71,8.28,0.71,123.62,1.167239227
09/08/2001,0.89,1.69,8.28,0.7,121.79,1.166998777
10/08/2001,0.89,1.69,8.28,0.7,122.02,1.166758328
11/08/2001,0.89,1.69,8.28,0.7,122.02,1.166517879
12/08/2001,0.89,1.69,8.28,0.7,122.02,1.16627743
13/08/2001,0.9,1.69,8.28,0.7,122.49,1.166036981
14/08/2001,0.9,1.68,8.28,0.7,121.77,1.165796532
15/08/2001,0.91,1.66,8.28,0.69,119.6,1.165556083
16/08/2001,0.91,1.67,8.28,0.69,120.38,1.165315634
17/08/2001,0.92,1.66,8.28,0.69,120.26,1.165075185
18/08/2001,0.92,1.66,8.28,0.69,120.26,1.164834736
19/08/2001,0.92,1.66,8.28,0.69,120.26,1.164594287
20/08/2001,0.91,1.66,8.28,0.69,120.75,1.164353838
21/08/2001,0.92,1.65,8.28,0.69,119.56,1.164113389
22/08/2001,0.91,1.66,8.28,0.69,120.41,1.16387294
23/08/2001,0.92,1.66,8.28,0.69,119.88,1.163632491
24/08/2001,0.92,1.66,8.28,0.69,120.04,1.163392042
25/08/2001,0.92,1.66,8.28,0.69,120.04,1.163151593
26/08/2001,0.92,1.66,8.28,0.69,120.04,1.162911143
27/08/2001,0.91,1.67,8.28,0.69,119.9,1.162670694
28/08/2001,0.91,1.66,8.28,0.69,120.06,1.162430245
29/08/2001,0.91,1.67,8.28,0.69,120.17,1.162189796
30/08/2001,0.92,1.65,8.28,0.69,119.4,1.161949347
31/08/2001,0.91,1.66,8.28,0.69,118.78,1.161708898
01/09/2001,0.91,1.66,8.28,0.69,118.78,1.161468449
02/09/2001,0.91,1.66,8.28,0.69,118.78,1.161228
03/09/2001,0.91,1.67,8.28,0.69,118.77,1.160987551
04/09/2001,0.89,1.7,8.28,0.69,119.27,1.160747102
05/09/2001,0.89,1.71,8.28,0.69,120.66,1.160506653
06/09/2001,0.9,1.69,8.28,0.69,120.87,1.160266204
07/09/2001,0.91,1.67,8.28,0.68,120.05,1.160025755
08/09/2001,0.91,1.67,8.28,0.68,120.05,1.159785306
09/09/2001,0.91,1.67,8.28,0.68,120.05,1.159938147
10/09/2001,0.9,1.69,8.28,0.69,121.03,1.160090989
11/09/2001,0.91,1.64,8.28,0.68,119.22,1.16024383
12/09/2001,0.91,1.66,8.28,0.68,119.52,1.160396672
13/09/2001,0.91,1.65,8.28,0.68,118.9,1.160549513
14/09/2001,0.92,1.62,8.28,0.68,117.38,1.160702354
15/09/2001,0.92,1.62,8.28,0.68,117.38,1.160855196
16/09/2001,0.92,1.62,8.28,0.68,117.38,1.161008037
17/09/2001,0.92,1.61,8.28,0.68,117.88,1.161160879
18/09/2001,0.93,1.6,8.28,0.68,117.27,1.16131372
19/09/2001,0.93,1.59,8.28,0.68,117.61,1.161466562
20/09/2001,0.93,1.59,8.28,0.68,116.28,1.161619403
21/09/2001,0.91,1.58,8.28,0.69,116.6,1.161772245
22/09/2001,0.91,1.58,8.28,0.69,116.6,1.161925086
23/09/2001,0.91,1.58,8.28,0.69,116.6,1.162077928
24/09/2001,0.92,1.6,8.28,0.68,117.52,1.162230769
25/09/2001,0.92,1.59,8.28,0.68,117.51,1.16238361
26/09/2001,0.92,1.6,8.28,0.68,117.73,1.162536452
27/09/2001,0.92,1.61,8.28,0.68,119.72,1.162689293
28/09/2001,0.91,1.62,8.28,0.68,119.56,1.162842135
29/09/2001,0.91,1.62,8.28,0.68,119.56,1.162994976
30/09/2001,0.91,1.62,8.28,0.68,119.56,1.163147818
01/10/2001,0.92,1.62,8.28,0.68,120.19,1.163300659
02/10/2001,0.92,1.62,8.28,0.68,120.77,1.163453501
03/10/2001,0.91,1.62,8.28,0.68,120.63,1.163606342
04/10/2001,0.92,1.62,8.28,0.68,120.47,1.163759184
05/10/2001,0.92,1.62,8.28,0.67,120.53,1.163912025
06/10/2001,0.92,1.62,8.28,0.67,120.53,1.164064866
07/10/2001,0.92,1.62,8.28,0.67,120.53,1.164217708
08/10/2001,0.92,1.61,8.28,0.68,119.88,1.164370549
09/10/2001,0.91,1.63,8.28,0.69,120.11,1.164523391
10/10/2001,0.91,1.63,8.28,0.69,120.38,1.164676232
11/10/2001,0.9,1.64,8.28,0.69,121.4,1.164829074
12/10/2001,0.91,1.63,8.28,0.69,121.13,1.164981915
13/10/2001,0.91,1.63,8.28,0.69,121.13,1.165134757
14/10/2001,0.91,1.63,8.28,0.69,121.13,1.165287598
15/10/2001,0.91,1.63,8.28,0.69,120.82,1.16544044
16/10/2001,0.91,1.63,8.28,0.69,121.28,1.165593281
17/10/2001,0.9,1.64,8.28,0.69,121.25,1.165746122
18/10/2001,0.9,1.64,8.28,0.69,121.1,1.165898964
19/10/2001,0.9,1.64,8.28,0.7,121.22,1.166051805
20/10/2001,0.9,1.64,8.28,0.7,121.22,1.166204647
21/10/2001,0.9,1.64,8.28,0.7,121.22,1.166357488
22/10/2001,0.89,1.66,8.28,0.7,122.46,1.16651033
23/10/2001,0.89,1.66,8.28,0.7,122.56,1.166663171
24/10/2001,0.89,1.66,8.28,0.7,122.79,1.166816013
25/10/2001,0.89,1.65,8.28,0.7,122.88,1.166968854
26/10/2001,0.89,1.65,8.28,0.7,122.7,1.167121696
27/10/2001,0.89,1.65,8.28,0.7,122.7,1.167274537
28/10/2001,0.89,1.65,8.28,0.7,122.7,1.167427379
29/10/2001,0.9,1.63,8.28,0.69,121.96,1.16758022
30/10/2001,0.9,1.62,8.28,0.69,121.97,1.167733061
31/10/2001,0.9,1.63,8.28,0.69,122.41,1.167885903
01/11/2001,0.9,1.63,8.28,0.68,122,1.168038744
02/11/2001,0.9,1.63,8.28,0.68,121.7,1.168191586
03/11/2001,0.9,1.63,8.28,0.68,121.7,1.168344427
04/11/2001,0.9,1.63,8.28,0.68,121.7,1.168497269
05/11/2001,0.9,1.64,8.28,0.69,121.74,1.16865011
06/11/2001,0.9,1.65,8.28,0.69,121.18,1.168802952
07/11/2001,0.9,1.64,8.28,0.68,120.92,1.168955793
08/11/2001,0.89,1.64,8.28,0.69,120.14,1.169108635
09/11/2001,0.89,1.64,8.28,0.69,120.39,1.169261476
10/11/2001,0.89,1.64,8.28,0.69,120.39,1.169414317
11/11/2001,0.89,1.64,8.28,0.69,120.39,1.169567159
12/11/2001,0.89,1.64,8.28,0.69,120.44,1.16972
13/11/2001,0.88,1.67,8.28,0.69,121.67,1.169872842
14/11/2001,0.88,1.66,8.28,0.69,121.58,1.170025683
15/11/2001,0.88,1.66,8.28,0.7,122.31,1.170178525
16/11/2001,0.88,1.66,8.28,0.7,122.93,1.170331366
17/11/2001,0.88,1.66,8.28,0.7,122.93,1.170484208
18/11/2001,0.88,1.66,8.28,0.7,122.93,1.170637049
19/11/2001,0.88,1.66,8.28,0.71,123.27,1.170789891
20/11/2001,0.88,1.65,8.28,0.7,122.58,1.170942732
21/11/2001,0.88,1.65,8.28,0.71,123.11,1.171095573
22/11/2001,0.88,1.66,8.28,0.71,123.96,1.171248415
23/11/2001,0.88,1.67,8.28,0.71,124.29,1.171401256
24/11/2001,0.88,1.67,8.28,0.71,124.29,1.171554098
25/11/2001,0.88,1.67,8.28,0.71,124.29,1.171706939
26/11/2001,0.88,1.66,8.28,0.71,124.08,1.171859781
27/11/2001,0.88,1.66,8.28,0.71,123.94,1.172012622
28/11/2001,0.89,1.65,8.28,0.7,123.12,1.172165464
29/11/2001,0.89,1.66,8.28,0.7,123.87,1.172318305
30/11/2001,0.9,1.64,8.28,0.7,123.41,1.172471147
01/12/2001,0.9,1.64,8.28,0.7,123.41,1.172623988
02/12/2001,0.9,1.64,8.28,0.7,123.41,1.172776829
03/12/2001,0.89,1.65,8.28,0.7,124.1,1.172929671
04/12/2001,0.89,1.65,8.28,0.7,124.24,1.173082512
05/12/2001,0.89,1.66,8.28,0.71,124.15,1.173235354
06/12/2001,0.9,1.65,8.28,0.7,124.72,1.173388195
07/12/2001,0.89,1.66,8.28,0.7,125.54,1.173541037
08/12/2001,0.89,1.66,8.28,0.7,125.54,1.173693878
09/12/2001,0.89,1.66,8.28,0.7,125.54,1.17384672
10/12/2001,0.89,1.66,8.28,0.7,126.04,1.173999561
11/12/2001,0.89,1.65,8.28,0.69,126.09,1.174160227
12/12/2001,0.9,1.64,8.28,0.69,125.97,1.174320893
13/12/2001,0.89,1.65,8.28,0.69,126.08,1.174481558
14/12/2001,0.9,1.63,8.28,0.69,127.36,1.174642224
15/12/2001,0.9,1.63,8.28,0.69,127.36,1.17480289
16/12/2001,0.9,1.63,8.28,0.69,127.36,1.174963556
17/12/2001,0.9,1.63,8.28,0.69,127.56,1.175124222
18/12/2001,0.9,1.63,8.28,0.69,127.74,1.175284887
19/12/2001,0.9,1.64,8.28,0.69,128.01,1.175445553
20/12/2001,0.9,1.63,8.28,0.69,128.53,1.175606219
21/12/2001,0.89,1.65,8.28,0.7,129.51,1.175766885
22/12/2001,0.89,1.65,8.28,0.7,129.51,1.175927551
23/12/2001,0.89,1.65,8.28,0.7,129.51,1.176088216
24/12/2001,0.88,1.69,8.28,0.69,129.83,1.176248882
25/12/2001,0.88,1.69,8.28,0.69,130.84,1.176409548
26/12/2001,0.88,1.69,8.28,0.69,130.82,1.176570214
27/12/2001,0.88,1.68,8.28,0.69,131.67,1.176730879
28/12/2001,0.88,1.68,8.28,0.69,131.11,1.176891545
29/12/2001,0.88,1.68,8.28,0.69,131.11,1.177052211
30/12/2001,0.88,1.68,8.28,0.69,131.11,1.177212877
31/12/2001,0.89,1.66,8.28,0.69,131.67,1.177373543
01/01/2002,0.89,1.66,8.28,0.69,131.67,1.177534208
